44 11 0
31 46 0
35 5 0
10 24 1
22 30 1
41 18 1
26 24 1
2 3 0
21 1 0
29 2 0
43 26 1
23 20 1
2 28 0
22 17 1
33 3 0
48 20 0
23 48 0
11 22 1
14 46 0
24 32 1
10 6 0
27 27 1
37 0 0
47 37 0
16 49 0
10 36 1
21 8 1
32 41 1
18 49 0
5 2 0
12 17 1
28 13 1
26 13 1
35 37 1
1 37 0
5 15 0
33 20 1
16 28 1
39 6 0
23 41 1
25 26 1
31 42 1
42 38 0
4 42 0
36 18 1
13 37 1
25 22 1
20 27 1
46 47 0
13 26 1
21 21 1
34 8 1
32 10 1
26 47 0
10 35 1
18 15 1
46 22 0
19 46 0
21 0 0
11 9 0
41 42 0
25 33 1
39 34 1
0 8 0
40 29 1
1 2 0
40 24 1
41 29 1
3 3 0
0 34 0
9 45 0
35 2 0
3 39 0
12 45 0
43 30 1
8 21 1
26 17 1
3 18 0
13 6 0
17 12 1
13 9 0
41 5 0
47 24 0
4 35 0
33 43 1
32 5 0
12 18 1
32 39 1
45 7 0
19 39 1
17 1 0
33 0 0
24 3 0
23 10 1
48 31 0
0 42 0
6 5 0
22 6 1
42 36 0
17 17 1
35 28 1
16 21 1
6 19 1
8 10 0
44 12 0
44 0 0
44 37 0
37 1 0
41 3 0
29 26 1
48 49 0
23 13 1
22 21 1
16 32 1
24 48 0
26 5 0
26 45 0
10 17 1
2 18 0
33 24 1
9 14 1
10 16 1
17 36 1
20 19 1
24 1 0
11 26 1
46 24 0
48 29 0
32 33 1
26 27 1
41 46 0
21 44 1
17 30 1
41 10 0
49 37 0
8 38 0
29 20 1
19 34 1
0 44 0
3 14 0
27 38 1
13 12 1
27 21 1
32 13 1
37 34 1
41 44 0
47 7 0
44 9 0
5 40 0
29 26 1
24 21 1
47 34 0
29 9 1
41 48 0
14 12 1
30 3 0
47 40 0
22 20 1
21 28 1
48 10 0
7 23 1
43 31 1
14 41 1
4 46 0
18 39 1
33 21 1
25 29 1
15 9 1
28 16 1
42 8 0
7 14 0
36 36 1
36 19 1
44 41 0
32 49 0
20 48 0
21 16 1
18 31 1
10 31 1
36 38 1
17 5 0
40 10 0
7 29 1
28 18 1
49 7 0
42 16 1
33 40 1
17 6 0
20 8 1
35 15 1
49 43 0
21 30 1
34 1 0
49 47 0
44 43 0
16 22 1
24 23 1
2 22 0
34 37 1
33 45 0
41 6 0
22 47 0
35 34 1
36 32 1
15 25 1
11 27 1
43 38 0
37 38 1
5 2 0
33 45 0
13 17 1
29 18 1
4 13 0
24 14 1
44 29 1
22 38 1
12 4 0
13 40 1
48 44 0
37 48 0
48 42 0
27 22 1
20 49 0
38 33 1
37 28 1
38 4 0
39 8 0
45 38 0
41 30 1
25 2 0
46 43 0
25 20 1
21 30 1
31 44 1
49 21 0
16 31 1
33 16 1
34 5 0
10 28 1
10 2 0
37 26 1
25 13 1
33 44 0
32 23 1
46 4 0
4 32 0
45 40 0
34 44 0
43 49 0
21 21 1
3 18 0
31 2 0
24 11 1
49 12 0
38 29 1
19 11 1
38 46 0
6 2 0
33 5 0
42 44 0
38 29 1
10 46 0
49 35 0
25 25 1
3 44 0
29 41 1
0 42 0
42 11 0
19 5 0
3 5 0
14 43 0
33 23 1
14 24 1
43 36 0
33 8 1
7 48 0
23 38 1
9 28 1
22 48 0
23 18 1
20 4 0
47 41 0
22 19 1
4 37 0
21 19 1
12 10 1
27 48 0
18 27 1
26 0 0
30 36 1
35 7 0
26 26 1
2 17 0
0 24 0
41 29 1
33 47 0
35 4 0
3 32 0
39 13 1
42 3 0
41 5 0
21 27 1
4 24 0
39 23 1
14 31 1
43 4 0
43 40 0
29 48 0
11 6 0
43 44 0
3 5 0
47 6 0
1 19 0
39 20 1
14 7 0
28 25 1
30 36 1
12 22 1
28 20 1
24 39 1
40 49 0
40 37 1
28 18 1
47 30 0
1 12 0
20 40 1
12 18 1
34 26 1
21 48 0
29 42 1
16 3 0
33 34 1
15 10 1
45 21 0
10 26 1
20 18 1
21 0 0
44 23 1
10 3 0
9 49 0
24 30 1
23 26 1
47 48 0
16 42 1
46 7 0
30 9 1
38 41 0
27 36 1
10 35 1
48 42 0
32 12 1
22 43 1
18 19 1
11 17 1
38 26 1
25 8 1
41 44 0
12 29 1
28 12 1
9 36 1
14 16 1
46 13 0
47 12 0
46 2 0
5 48 0
13 1 0
15 7 0
6 13 0
47 29 0
14 48 0
13 9 0
7 25 1
21 38 1
15 36 1
49 14 0
35 5 0
0 31 0
34 9 1
35 30 1
24 43 1
33 35 1
32 41 1
25 4 0
0 17 0
32 38 1
40 8 0
31 4 0
11 11 1
23 0 0
20 30 1
44 24 1
42 18 1
45 29 0
29 8 1
0 24 0
11 35 1
14 49 0
29 1 0
33 23 1
27 41 1
40 22 1
41 33 1
30 22 1
49 21 0
32 4 0
37 3 0
4 35 0
30 9 1
22 40 1
17 20 1
31 14 1
24 47 0
9 4 0
11 44 0
17 46 0
12 17 1
7 14 0
19 22 1
16 39 1
42 21 1
38 9 0
37 9 0
43 45 0
16 9 1
34 12 1
2 32 0
42 22 1
43 45 0
5 10 0
32 18 1
12 15 1
27 38 1
46 14 0
26 3 0
41 4 0
14 41 1
4 16 0
42 19 1
20 35 1
44 20 1
21 14 1
31 26 1
36 39 1
49 38 0
43 48 0
13 25 1
13 20 1
29 41 1
28 26 1
28 42 1
12 35 1
19 22 1
18 7 1
37 24 1
47 23 0
13 49 0
32 35 1
37 15 1
40 25 1
39 47 0
44 6 0
43 2 0
36 23 1
20 24 1
14 8 0
42 43 0
10 2 0
44 31 1
11 36 1
11 15 1
11 47 0
34 21 1
23 35 1
20 32 1
23 28 1
23 36 1
29 22 1
22 42 1
22 22 1
22 32 1
37 17 1
45 29 0
41 30 1
9 15 1
19 25 1
14 24 1
23 0 0
35 12 1
7 6 0
9 13 0
10 15 1
31 34 1
31 19 1
18 19 1
17 4 0
1 0 0
6 3 0
21 27 1
0 13 0
33 47 0
19 35 1
14 49 0
18 8 1
42 23 1
38 47 0
2 35 0
18 7 1
19 46 0
6 27 1
32 34 1
12 4 0
43 32 1
20 12 1
47 15 0
23 15 1
17 15 1
28 29 1
44 48 0
41 20 1
29 21 1
11 28 1
25 20 1
20 45 0
49 20 0
15 26 1
11 34 1
37 15 1
32 3 0
37 0 0
19 41 1
38 33 1
25 31 1
22 24 1
33 21 1
21 4 0
8 44 0
43 19 1
8 21 1
14 36 1
9 5 0
31 35 1
23 43 1
11 13 1
32 36 1
2 39 0
29 13 1
31 41 1
8 40 0
32 37 1
17 48 0
1 30 0
32 48 0
27 44 1
9 15 1
37 45 0
25 36 1
13 40 1
29 48 0
13 11 1
42 33 1
3 20 0
37 46 0
40 43 0
46 9 0
46 9 0
39 5 0
13 5 0
25 47 0
14 12 1
4 25 0
36 39 1
0 49 0
14 48 0
9 10 0
42 45 0
24 39 1
3 6 0
35 36 1
34 48 0
4 38 0
31 31 1
11 28 1
10 5 0
41 17 1
10 6 0
33 37 1
28 37 1
40 41 0
41 5 0
25 7 1
7 35 0
9 10 0
20 30 1
48 41 0
17 20 1
24 38 1
23 48 0
45 15 0
4 12 0
49 30 0
44 40 0
4 13 0
8 26 1
13 34 1
27 39 1
21 26 1
9 2 0
8 49 0
14 42 0
12 14 1
22 24 1
4 46 0
17 25 1
35 23 1
17 42 1
5 34 0
6 4 0
40 47 0
9 34 1
7 33 1
46 35 0
5 46 0
19 8 1
31 3 0
17 32 1
34 17 1
16 12 1
18 10 1
30 16 1
39 27 1
6 30 1
25 7 1
26 20 1
11 21 1
24 23 1
22 15 1
13 27 1
3 13 0
37 49 0
4 12 0
22 7 1
35 29 1
29 6 1
28 11 1
5 39 0
15 40 1
42 15 1
43 5 0
21 13 1
36 37 1
49 7 0
42 8 0
46 7 0
23 45 0
48 23 0
2 13 0
9 45 0
33 31 1
15 15 1
40 2 0
11 37 1
4 38 0
13 9 0
8 28 1
20 46 0
2 34 0
41 5 0
49 29 0
11 48 0
38 45 0
15 15 1
16 36 1
17 42 1
32 25 1
32 17 1
44 33 0
4 20 0
26 28 1
3 22 0
2 20 0
39 36 1
12 1 0
12 4 0
10 10 0
39 15 1
18 22 1
7 0 0
2 26 0
25 1 0
32 36 1
12 9 0
15 19 1
13 20 1
22 40 1
1 37 0
41 39 0
2 0 0
29 1 0
1 46 0
19 12 1
45 40 0
36 49 0
17 18 1
47 36 0
19 42 1
33 3 0
14 11 1
5 15 0
28 18 1
29 24 1
21 38 1
36 36 1
8 29 1
23 14 1
18 43 1
39 4 0
27 41 1
29 8 1
12 15 1
9 13 0
29 38 1
0 39 0
35 9 1
4 23 0
46 38 0
13 32 1
16 15 1
15 6 0
14 32 1
7 24 1
31 41 1
17 2 0
41 8 0
13 30 1
15 39 1
36 1 0
36 33 1
31 24 1
15 26 1
46 37 0
19 17 1
30 17 1
31 9 1
40 42 0
0 0 0
44 18 0
32 42 1
13 1 0
22 31 1
26 20 1
28 25 1
18 22 1
19 7 1
23 10 1
15 8 1
49 2 0
23 17 1
28 23 1
35 48 0
21 44 1
1 34 0
0 39 0
4 31 0
3 22 0
24 21 1
49 46 0
2 26 0
3 28 0
8 25 1
4 34 0
5 17 0
33 35 1
10 32 1
41 24 1
35 12 1
34 26 1
14 2 0
34 26 1
5 33 0
30 15 1
10 9 0
49 39 0
1 19 0
9 25 1
9 9 0
21 39 1
47 38 0
30 1 0
39 13 1
0 7 0
16 36 1
36 31 1
22 26 1
24 28 1
31 24 1
31 41 1
32 15 1
6 21 1
31 11 1
34 41 1
3 12 0
14 0 0
6 39 0
38 9 0
24 46 0
37 1 0
19 41 1
32 46 0
2 27 0
30 43 1
38 18 1
34 41 1
4 41 0
19 13 1
33 3 0
29 7 1
12 12 1
13 15 1
43 44 0
22 11 1
5 3 0
30 30 1
24 18 1
32 20 1
4 1 0
13 27 1
3 30 0
8 31 1
42 28 1
16 46 0
44 44 0
36 20 1
31 37 1
23 48 0
40 46 0
28 23 1
29 9 1
42 48 0
36 24 1
37 9 0
32 12 1
9 31 1
12 48 0
43 24 1
38 38 1
7 10 0
4 35 0
20 3 0
27 18 1
36 9 1
18 7 1
35 22 1
34 27 1
35 36 1
34 10 1
1 37 0
37 9 0
29 20 1
11 26 1
41 44 0
27 15 1
6 43 0
13 3 0
44 8 0
11 43 0
7 46 0
43 26 1
38 29 1
13 38 1
19 22 1
21 7 1
12 4 0
7 30 1
43 0 0
32 23 1
20 12 1
12 28 1
37 28 1
44 40 0
48 15 0
16 14 1
26 41 1
1 7 0
13 44 0
3 10 0
2 22 0
6 34 0
20 18 1
35 13 1
40 8 0
32 35 1
0 21 0
44 45 0
24 22 1
13 40 1
28 15 1
16 23 1
12 22 1
3 2 0
20 28 1
45 13 0
41 22 1
26 14 1
9 37 0
26 3 0
6 40 0
27 9 1
13 15 1
25 24 1
27 32 1
21 38 1
7 11 0
26 15 1
35 37 1
20 22 1
0 36 0
42 41 0
28 31 1
20 7 1
11 8 0
21 11 1
27 41 1
24 33 1
25 13 1
2 22 0
2 7 0
14 20 1
42 36 0
18 37 1
15 22 1
43 11 0
42 34 1
48 20 0
1 22 0
37 43 0
43 30 1
41 37 0
21 30 1
1 43 0
36 31 1
26 20 1
20 23 1
30 6 1
9 12 0
40 7 0
19 0 0
23 32 1
22 20 1
12 47 0
49 9 0
0 18 0
17 24 1
7 17 1
6 39 0
29 30 1
41 10 0
24 16 1
17 36 1
43 39 0
43 29 1
41 29 1
28 44 1
0 7 0
25 49 0
4 40 0
8 23 1
7 19 1
14 8 0
20 5 0
47 45 0
35 22 1
20 21 1
31 30 1
33 15 1
5 49 0
0 3 0
35 42 1
44 37 0
38 2 0
7 24 1
24 35 1
0 33 0
27 1 0
13 29 1
18 44 0
9 35 1
38 34 1
19 14 1
37 32 1
18 3 0
5 31 0
16 8 1
22 42 1
12 3 0
10 28 1
36 24 1
37 40 1
39 11 1
39 38 1
24 9 1
48 30 0
6 28 1
13 0 0
14 0 0
23 32 1
8 25 1
42 7 0
43 0 0
12 7 0
14 32 1
28 11 1
14 40 1
24 30 1
47 16 0
10 42 0
23 21 1
15 9 1
17 48 0
27 38 1
33 48 0
27 39 1
17 29 1
40 29 1
49 47 0
34 36 1
27 27 1
29 47 0
9 24 1
16 37 1
3 6 0
17 27 1
20 24 1
10 34 1
22 3 0
3 7 0
48 10 0
16 36 1
13 33 1
8 4 0
32 25 1
14 17 1
49 29 0
24 37 1
37 6 0
24 7 1
40 34 1
26 44 1
23 14 1
22 7 1
15 28 1
39 17 1
19 49 0
40 41 0
11 25 1
36 12 1
10 42 0
49 38 0
3 47 0
12 19 1
31 49 0
46 28 0
8 13 0
28 31 1
21 26 1
8 37 0
4 0 0
22 48 0
37 18 1
44 8 0
41 7 0
34 31 1
32 14 1
9 8 0
36 31 1
20 29 1
37 2 0
2 22 0
0 33 0
19 10 1
20 24 1
1 36 0
15 9 1
49 32 0
38 3 0
31 26 1
47 11 0
19 12 1
24 19 1
5 7 0
2 43 0
46 30 0
2 15 0
9 16 1
14 33 1
40 26 1
24 19 1
24 16 1
6 8 0
37 20 1
28 0 0
40 23 1
27 28 1
0 43 0
35 49 0
42 15 1
26 27 1
31 31 1
7 17 1
21 19 1
26 26 1
35 24 1
39 16 1
26 10 1
18 10 1
31 21 1
24 16 1
8 13 0
39 13 1
11 14 1
26 21 1
25 19 1
32 47 0
3 18 0
10 9 0
47 14 0
30 38 1
23 8 1
15 45 0
29 40 1
21 5 0
14 9 1
34 20 1
5 45 0
9 13 0
7 16 0
39 18 1
43 40 0
41 37 0
18 25 1
7 25 1
40 19 1
34 39 1
15 26 1
4 19 0
10 27 1
38 32 1
11 46 0
22 25 1
28 7 1
31 38 1
2 12 0
36 44 0
0 20 0
39 4 0
3 24 0
38 28 1
43 6 0
14 12 1
46 3 0
24 27 1
40 49 0
38 18 1
4 32 0
6 24 1
18 19 1
27 11 1
2 20 0
24 21 1
27 1 0
48 19 0
45 7 0
13 21 1
7 32 1
10 18 1
39 15 1
41 1 0
44 34 0
41 25 1
32 0 0
1 35 0
34 26 1
5 28 0
16 24 1
26 47 0
48 0 0
18 45 0
1 17 0
5 22 0
38 43 0
45 28 0
28 40 1
19 20 1
41 49 0
49 38 0
7 5 0
5 40 0
47 7 0
20 1 0
48 32 0
16 47 0
8 33 1
35 26 1
24 37 1
3 28 0
33 17 1
21 41 1
18 12 1
24 7 1
5 46 0
42 24 1
0 39 0
1 32 0
32 26 1
42 38 0
8 0 0
17 7 1
43 6 0
31 1 0
2 19 0
29 26 1
15 39 1
12 19 1
37 48 0
35 14 1
1 13 0
8 9 0
7 46 0
49 48 0
40 37 1
41 4 0
14 6 0
47 45 0
16 39 1
38 33 1
1 49 0
4 4 0
29 47 0
2 18 0
26 19 1
12 3 0
1 9 0
42 13 0
27 8 1
28 4 0
12 12 1
19 45 0
37 18 1
44 36 0
26 27 1
21 34 1
42 18 1
30 6 1
27 28 1
43 7 0
11 1 0
3 15 0
20 46 0
26 23 1
37 22 1
33 27 1
47 23 0
46 15 0
11 35 1
26 35 1
49 35 0
10 42 0
7 4 0
43 41 0
23 12 1
19 47 0
11 40 0
14 3 0
28 22 1
38 28 1
21 30 1
40 6 0
35 17 1
2 3 0
7 12 0
13 26 1
16 27 1
17 8 1
45 37 0
27 44 1
15 43 0
46 12 0
1 48 0
39 32 1
18 38 1
24 39 1
16 36 1
23 41 1
3 25 0
7 36 0
39 40 0
19 36 1
19 7 1
4 11 0
37 16 1
47 48 0
45 22 0
23 21 1
49 42 0
3 7 0
9 47 0
12 36 1
4 49 0
41 43 0
22 31 1
38 4 0
10 47 0
10 22 1
3 47 0
47 21 0
30 45 0
3 43 0
12 17 1
31 3 0
26 30 1
11 34 1
28 9 1
44 33 0
8 18 1
16 17 1
3 23 0
45 46 0
47 12 0
19 16 1
8 41 0
22 43 1
3 30 0
42 34 1
5 18 0
32 0 0
16 14 1
37 11 1
6 34 0
12 22 1
40 7 0
3 33 0
15 25 1
38 7 0
33 37 1
24 0 0
11 32 1
37 20 1
20 14 1
44 34 0
40 32 1
7 17 1
22 41 1
18 47 0
19 36 1
8 33 1
33 4 0
8 35 1
49 28 0
31 13 1
47 8 0
4 45 0
47 19 0
18 44 0
20 26 1
6 39 0
34 23 1
48 33 0
8 23 1
26 13 1
12 29 1
38 34 1
16 31 1
18 32 1
22 33 1
34 35 1
2 16 0
40 38 1
9 22 1
1 34 0
1 0 0
20 2 0
1 5 0
33 40 1
41 27 1
27 41 1
41 20 1
41 49 0
39 12 1
33 9 1
6 36 0
39 35 1
8 35 1
40 42 0
48 29 0
27 19 1
17 18 1
48 23 0
9 13 0
4 10 0
34 38 1
43 28 1
20 46 0
21 44 1
26 25 1
23 13 1
0 27 0
38 10 1
24 31 1
14 14 1
37 13 1
16 27 1
11 40 0
15 13 1
0 34 0
36 42 0
2 15 0
4 43 0
14 19 1
17 19 1
28 6 1
20 17 1
6 10 0
5 13 0
8 18 1
21 8 1
43 22 1
20 9 1
22 20 1
44 26 1
24 12 1
1 13 0
6 48 0
46 20 0
22 1 0
46 33 0
13 21 1
9 27 1
23 28 1
46 42 0
20 47 0
32 20 1
20 32 1
9 30 1
5 38 0
13 49 0
6 5 0
6 28 1
10 49 0
0 39 0
40 39 0
9 41 0
32 24 1
2 37 0
1 26 0
36 26 1
13 27 1
41 11 0
13 48 0
49 32 0
15 42 1
41 41 0
26 29 1
40 2 0
35 2 0
28 5 0
44 5 0
25 22 1
2 7 0
48 28 0
17 39 1
25 22 1
14 14 1
33 18 1
43 37 0
24 6 1
6 1 0
18 44 0
41 32 1
21 31 1
30 25 1
29 4 0
17 3 0
8 22 1
36 31 1
26 35 1
38 48 0
34 42 1
6 38 0
14 21 1
21 9 1
18 30 1
42 0 0
14 43 0
44 36 0
20 5 0
32 6 0
14 48 0
15 8 1
41 10 0
17 43 1
46 22 0
22 30 1
34 4 0
46 13 0
20 33 1
30 7 1
26 35 1
14 32 1
15 17 1
21 47 0
22 23 1
33 35 1
43 27 1
49 15 0
21 4 0
6 45 0
38 36 1
0 22 0
8 28 1
34 40 1
35 25 1
47 42 0
12 40 1
34 23 1
5 25 0
20 43 1
28 34 1
39 43 0
10 28 1
41 23 1
44 48 0
34 5 0
26 14 1
10 5 0
39 48 0
41 25 1
45 29 0
3 49 0
22 13 1
21 37 1
38 33 1
5 2 0
3 24 0
6 25 1
7 32 1
3 32 0
21 32 1
42 32 1
4 22 0
19 26 1
27 46 0
12 8 0
34 6 0
6 48 0
2 17 0
36 39 1
26 25 1
34 24 1
47 0 0
18 17 1
42 45 0
34 30 1
14 39 1
46 36 0
11 23 1
27 35 1
37 28 1
2 15 0
48 47 0
1 8 0
26 6 1
46 2 0
5 42 0
8 12 0
7 21 1
32 39 1
22 5 0
13 43 0
49 47 0
47 11 0
38 6 0
11 4 0
31 14 1
22 30 1
22 18 1
27 27 1
22 33 1
10 47 0
37 5 0
33 3 0
45 31 0
30 48 0
3 30 0
38 29 1
2 14 0
10 42 0
23 21 1
42 41 0
38 18 1
21 18 1
0 32 0
13 45 0
14 11 1
44 34 0
37 28 1
20 9 1
41 33 1
33 38 1
21 24 1
15 3 0
14 43 0
2 15 0
21 14 1
28 3 0
22 14 1
44 32 0
45 27 0
10 31 1
44 12 0
21 41 1
15 22 1
41 6 0
39 40 0
35 5 0
32 45 0
43 15 0
23 11 1
18 18 1
18 28 1
0 7 0
26 40 1
38 29 1
36 10 1
27 35 1
33 39 1
37 4 0
19 24 1
44 27 1
15 28 1
26 32 1
36 27 1
44 19 1
20 44 1
41 12 0
34 46 0
0 1 0
9 28 1
28 35 1
15 6 0
49 29 0
3 23 0
30 3 0
37 0 0
42 22 1
45 4 0
45 7 0
21 26 1
45 37 0
42 13 0
46 23 0
37 49 0
23 23 1
13 37 1
10 14 1
44 9 0
15 38 1
25 22 1
45 32 0
17 13 1
32 49 0
5 12 0
13 16 1
1 34 0
17 12 1
41 13 0
32 0 0
25 12 1
9 11 0
11 40 0
5 31 0
30 20 1
26 40 1
2 7 0
1 29 0
29 34 1
44 12 0
49 17 0
4 22 0
28 1 0
3 8 0
23 20 1
36 47 0
16 21 1
3 42 0
43 34 0
26 6 1
28 5 0
2 49 0
2 41 0
23 40 1
17 45 0
38 40 1
4 22 0
48 3 0
16 21 1
36 7 0
36 22 1
24 34 1
9 8 0
40 28 1
49 47 0
24 43 1
48 23 0
22 14 1
11 0 0
46 47 0
20 29 1
27 14 1
36 43 0
20 38 1
46 2 0
25 44 1
0 34 0
15 18 1
16 16 1
13 17 1
34 1 0
10 1 0
27 27 1
23 9 1
44 40 0
26 35 1
40 5 0
33 18 1
36 41 1
34 33 1
48 45 0
19 6 1
45 49 0
2 11 0
32 14 1
23 46 0
32 31 1
15 44 0
19 18 1
0 21 0
48 26 0
11 5 0
17 11 1
1 4 0
23 8 1
25 24 1
49 45 0
40 23 1
5 24 0
6 27 1
22 36 1
11 36 1
13 32 1
16 1 0
26 36 1
20 12 1
9 19 1
40 2 0
3 41 0
20 14 1
13 9 0
38 38 1
28 27 1
33 35 1
25 22 1
0 49 0
10 9 0
26 29 1
11 26 1
11 24 1
2 21 0
40 44 0
20 8 1
